countryName,sourceUnemp,ageRange,year,statusNoteUnemp,ageRangeNoteUnemp,indicatorNoteUnemp,sourceNoteUnemp,unemployment,countryISO3
Aruba,PC - Population and Housing Census,Age (5-year bands): 20-24,2000,,,,Data reference period: October,498.0,ABW
Aruba,PC - Population and Housing Census,Age (5-year bands): 25-29,2000,,,,Data reference period: October,408.0,ABW
Aruba,PC - Population and Housing Census,Age (5-year bands): 30-34,2000,,,,Data reference period: October,405.0,ABW
Aruba,PC - Population and Housing Census,Age (5-year bands): 35-39,2000,,,,Data reference period: October,439.0,ABW
Aruba,PC - Population and Housing Census,Age (5-year bands): 40-44,2000,,,,Data reference period: October,442.0,ABW
Aruba,PC - Population and Housing Census,Age (5-year bands): 45-49,2000,,,,Data reference period: October,305.0,ABW
Aruba,PC - Population and Housing Census,Age (5-year bands): 50-54,2000,,,,Data reference period: October,207.0,ABW
Aruba,PC - Population and Housing Census,Age (5-year bands): 55-59,2000,,,,Data reference period: October,120.0,ABW
Aruba,PC - Population and Housing Census,Age (5-year bands): 60-64,2000,,,,Data reference period: October,44.0,ABW
Aruba,PC - Population and Housing Census,Age (5-year bands): 65+,2000,,,,Data reference period: October,20.0,ABW
Afghanistan,LFS - Labour Force Survey,"Age (Youth, adults): 15+",2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,455041.0,AFG
Afghanistan,LFS - Labour Force Survey,"Age (Youth, adults): 15-64",2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,444854.0,AFG
Afghanistan,LFS - Labour Force Survey,"Age (Youth, adults): 15-24",2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,193477.0,AFG
Afghanistan,LFS - Labour Force Survey,"Age (Youth, adults): 25+",2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,261564.00000000003,AFG
Afghanistan,LFS - Labour Force Survey,Age (Aggregate bands): Total,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,455041.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (Aggregate bands): 15-24,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,193477.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (Aggregate bands): 25-54,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,244158.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (Aggregate bands): 55-64,2021,Unreliable,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,7219.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (Aggregate bands): 65+,2021,Unreliable,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,10187.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): Total,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,455041.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 15-24,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,193477.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 25-34,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,126963.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 35-44,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,80162.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 45-54,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,37033.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 55-64,2021,Unreliable,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,7219.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 65+,2021,Unreliable,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,10187.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): Total,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,455041.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 15-19,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,91911.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 20-24,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,101566.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 25-29,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,82478.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 30-34,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,44485.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 35-39,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,43043.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 40-44,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,37119.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 45-49,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,18519.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 50-54,2021,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,18514.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 55-59,2021,Unreliable,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 60-64,2021,Unreliable,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 65+,2021,Unreliable,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter,10187.0,AFG
Afghanistan,LFS - Labour Force Survey,"Age (Youth, adults): 15+",2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,806194.0,AFG
Afghanistan,LFS - Labour Force Survey,"Age (Youth, adults): 15-64",2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,792816.0,AFG
Afghanistan,LFS - Labour Force Survey,"Age (Youth, adults): 15-24",2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,333866.0,AFG
Afghanistan,LFS - Labour Force Survey,"Age (Youth, adults): 25+",2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,472328.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (Aggregate bands): Total,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,806194.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (Aggregate bands): 15-24,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,333866.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (Aggregate bands): 25-54,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,421820.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (Aggregate bands): 55-64,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,37130.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (Aggregate bands): 65+,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,13378.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): Total,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,806194.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 15-24,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,333866.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 25-34,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,220030.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 35-44,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,124546.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 45-54,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,77244.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 55-64,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,37130.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (10-year bands): 65+,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,13378.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): Total,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,806194.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 15-19,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,163865.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 20-24,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,170001.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 25-29,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,128320.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 30-34,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,91710.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 35-39,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,71026.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 40-44,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,53520.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 45-49,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,38663.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 50-54,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,38581.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 55-59,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,21344.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 60-64,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,15786.0,AFG
Afghanistan,LFS - Labour Force Survey,Age (5-year bands): 65+,2020,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,13378.0,AFG
Afghanistan,HIES - Living Conditions Survey,"Age (Youth, adults): 15+",2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,805443.0,AFG
Afghanistan,HIES - Living Conditions Survey,"Age (Youth, adults): 15-64",2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,793281.0,AFG
Afghanistan,HIES - Living Conditions Survey,"Age (Youth, adults): 15-24",2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,391811.0,AFG
Afghanistan,HIES - Living Conditions Survey,"Age (Youth, adults): 25+",2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,413632.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (Aggregate bands): Total,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,805443.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (Aggregate bands): 15-24,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,391811.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (Aggregate bands): 25-54,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,368308.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (Aggregate bands): 55-64,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,33162.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (Aggregate bands): 65+,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,12162.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (10-year bands): Total,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,805443.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (10-year bands): 15-24,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,391811.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (10-year bands): 25-34,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,195716.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (10-year bands): 35-44,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,100484.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (10-year bands): 45-54,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,72108.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (10-year bands): 55-64,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,33162.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (10-year bands): 65+,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,12162.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): Total,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,805443.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 15-19,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,187205.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 20-24,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,204606.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 25-29,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,130282.00000000001,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 30-34,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,65434.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 35-39,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,56198.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 40-44,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,44286.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 45-49,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,37105.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 50-54,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,35003.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 55-59,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,21878.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 60-64,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,11284.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (5-year bands): 65+,2017,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing,12162.0,AFG
Afghanistan,HIES - Living Conditions Survey,"Age (Youth, adults): 15+",2014,,,,Repository: ILO-STATISTICS - Micro data processing,601892.0,AFG
Afghanistan,HIES - Living Conditions Survey,"Age (Youth, adults): 15-64",2014,,,,Repository: ILO-STATISTICS - Micro data processing,592152.0,AFG
Afghanistan,HIES - Living Conditions Survey,"Age (Youth, adults): 15-24",2014,,,,Repository: ILO-STATISTICS - Micro data processing,271132.0,AFG
Afghanistan,HIES - Living Conditions Survey,"Age (Youth, adults): 25+",2014,,,,Repository: ILO-STATISTICS - Micro data processing,330760.0,AFG
Afghanistan,HIES - Living Conditions Survey,Age (Aggregate bands): Total,2014,,,,Repository: ILO-STATISTICS - Micro data processing,601892.0,AFG
